CellID	Cell type
X1000101303.F2	mesenchymal
X1000101303.F3	endothelial
X1000101303.F4	ductal
X1000101303.F5	mesenchymal
X1000101303.F6	mesenchymal
X1000101303.F7	mesenchymal
X1000101303.F8	delta
X1000101303.F9	mesenchymal
X1000101303.G1	mesenchymal
X1000101303.G10	delta
X1000101303.G11	mesenchymal
X1000101303.G12	mesenchymal
X1000101303.G2	mesenchymal
X1000101303.G3	delta
X1000101303.G4	ductal
X1000101303.G5	delta
X1000101303.G6	mesenchymal
X1000101303.G7	mesenchymal
X1000101303.G8	delta
X1000101303.G9	endothelial
X1000101303.H1	mesenchymal
X1000101303.H10	delta
X1000101303.H11	mesenchymal
X1000101303.H2	endothelial
X1000101303.H3	delta
X1000101303.H4	mesenchymal
X1000101303.H5	mesenchymal
X1000101303.H6	mesenchymal
X1000101303.H7	endothelial
X1000101303.H8	mesenchymal
X1000101303.H9	delta
X1000101306.A1	mesenchymal
X1000101306.A10	mesenchymal
X1000101306.A11	mesenchymal
X1000101306.A12	endothelial
X1000101306.A2	mesenchymal
X1000101306.A3	mesenchymal
X1000101306.A4	mesenchymal
X1000101306.A5	mesenchymal
X1000101306.A6	mesenchymal
X1000101306.A7	mesenchymal
X1000101306.A8	mesenchymal
X1000101306.A9	delta
X1000101306.B1	mesenchymal
X1000101306.B10	mesenchymal
X1000101306.B11	mesenchymal
X1000101306.B12	mesenchymal
X1000101306.B2	mesenchymal
X1000101306.B3	mesenchymal
X1000101306.B4	mesenchymal
X1000101306.B5	mesenchymal
X1000101306.B6	mesenchymal
X1000101306.B7	delta
X1000101306.B8	mesenchymal
X1000101306.B9	mesenchymal
X1000101306.C1	mesenchymal
X1000101306.C10	mesenchymal
X1000101306.C11	endothelial
X1000101306.C12	mesenchymal
X1000101306.C2	mesenchymal
X1000101306.C3	mesenchymal
X1000101306.C4	mesenchymal
X1000101306.C5	mesenchymal
X1000101306.C6	ductal
X1000101306.C7	delta
X1000101306.C8	mesenchymal
X1000101306.C9	mesenchymal
X1000101306.D1	mesenchymal
X1000101306.D10	mesenchymal
X1000101306.D11	mesenchymal
X1000101306.D12	mesenchymal
X1000101306.D2	mesenchymal
X1000101306.D3	mesenchymal
X1000101306.D4	mesenchymal
X1000101306.D5	delta
X1000101306.D6	mesenchymal
X1000101306.D7	mesenchymal
X1000101306.D8	delta
X1000101306.D9	mesenchymal
X1000101306.E1	mesenchymal
X1000101306.E10	delta
X1000101306.E11	mesenchymal
X1000101306.E12	endothelial
X1000101306.E2	mesenchymal
X1000101306.E3	mesenchymal
X1000101306.E4	delta
X1000101306.E5	delta
X1000101306.E6	mesenchymal
X1000101306.E7	mesenchymal
X1000101306.E8	epsilon
X1000101306.E9	mesenchymal
X1000101306.F1	mesenchymal
X1000101306.F10	mesenchymal
X1000101306.F11	mesenchymal
X1000101306.F12	mesenchymal
X1000101306.F2	mesenchymal
X1000101306.F3	mesenchymal
X1000101306.F4	delta
X1000101306.F5	endothelial
X1000101306.F6	mesenchymal
X1000101306.F7	mesenchymal
X1000101306.F8	mesenchymal
X1000101306.F9	mesenchymal
X1000101306.G1	mesenchymal
X1000101306.G10	epsilon
X1000101306.G11	mesenchymal
X1000101306.G12	delta
X1000101306.G2	mesenchymal
X1000101306.G3	mesenchymal
X1000101306.G4	ductal
X1000101306.G5	mesenchymal
X1000101306.G6	mesenchymal
X1000101306.G7	mesenchymal
X1000101306.G8	mesenchymal
X1000101306.G9	mesenchymal
X1000101306.H1	ductal
X1000101306.H10	mesenchymal
X1000101306.H11	mesenchymal
X1000101306.H12	delta
X1000101306.H2	delta
X1000101306.H3	endothelial
X1000101306.H4	mesenchymal
X1000101306.H5	mesenchymal
X1000101306.H6	delta
X1000101306.H7	mesenchymal
X1000101306.H8	mesenchymal
X1000101306.H9	mesenchymal
X1000101309.A1	mesenchymal
X1000101309.A10	delta
X1000101309.A11	mesenchymal
X1000101309.A12	mesenchymal
X1000101309.A2	mesenchymal
X1000101309.A3	mesenchymal
X1000101309.A4	delta
X1000101309.A5	mesenchymal
X1000101309.A6	mesenchymal
X1000101309.A7	mesenchymal
X1000101309.A8	mesenchymal
X1000101309.A9	mesenchymal
X1000101309.B1	delta
X1000101309.B10	mesenchymal
X1000101309.B11	mesenchymal
X1000101309.B12	mesenchymal
X1000101309.B2	delta
X1000101309.B3	mesenchymal
X1000101309.B4	mesenchymal
X1000101309.B5	mesenchymal
X1000101309.B6	mesenchymal
X1000101309.B7	mesenchymal
X1000101309.B8	mesenchymal
X1000101309.B9	delta
X1000101309.C1	mesenchymal
X1000101309.C10	delta
X1000101309.C11	ductal
X1000101309.C12	mesenchymal
X1000101309.C2	mesenchymal
X1000101309.C3	mesenchymal
X1000101309.C4	epsilon
X1000101309.C5	delta
X1000101309.C6	mesenchymal
X1000101309.C7	mesenchymal
X1000101309.C8	delta
X1000101309.C9	mesenchymal
X1000101309.D1	mesenchymal
X1000101309.D10	mesenchymal
X1000101309.D11	mesenchymal
X1000101309.D12	mesenchymal
X1000101309.D2	mesenchymal
X1000101309.D3	mesenchymal
X1000101309.D4	mesenchymal
X1000101309.D5	mesenchymal
X1000101309.D6	mesenchymal
X1000101309.D7	mesenchymal
X1000101309.D8	mesenchymal
X1000101309.D9	mesenchymal
X1000101309.E1	mesenchymal
X1000101309.E10	mesenchymal
X1000101309.E11	mesenchymal
X1000101309.E12	mesenchymal
X1000101309.E2	mesenchymal
X1000101309.E3	mesenchymal
X1000101309.E4	epsilon
X1000101309.E5	delta
X1000101309.E6	mesenchymal
X1000101309.E7	mesenchymal
X1000101309.E8	mesenchymal
X1000101309.E9	mesenchymal
X1000101309.F1	mesenchymal
X1000101309.F10	delta
X1000101309.F11	mesenchymal
X1000101309.F12	mesenchymal
X1000101309.F2	delta
X1000101309.F3	delta
X1000101309.F4	endothelial
X1000101309.F5	delta
X1000101309.F6	mesenchymal
X1000101309.F7	mesenchymal
X1000101309.F8	stellate
X1000101309.F9	mesenchymal
X1000101309.G1	mesenchymal
X1000101309.G10	mesenchymal
X1000101309.G11	mesenchymal
X1000101309.G12	mesenchymal
X1000101309.G2	delta
X1000101309.G3	mesenchymal
X1000101309.G4	delta
X1000101309.G5	mesenchymal
X1000101309.G6	mesenchymal
X1000101309.G7	mesenchymal
X1000101309.G8	mesenchymal
X1000101309.G9	mesenchymal
X1000101309.H1	mesenchymal
X1000101309.H10	mesenchymal
X1000101309.H11	acinar
X1000101309.H12	delta
X1000101309.H2	delta
X1000101309.H3	endothelial
X1000101309.H4	mesenchymal
X1000101309.H5	mesenchymal
X1000101309.H6	mesenchymal
X1000101309.H7	mesenchymal
X1000101309.H8	mesenchymal
X1000101309.H9	mesenchymal
X1000101401.A1	delta
X1000101401.A10	delta
X1000101401.A11	mesenchymal
X1000101401.A12	mesenchymal
X1000101401.A2	mesenchymal
X1000101401.A3	mesenchymal
X1000101401.A4	mesenchymal
X1000101401.A5	mesenchymal
X1000101401.A6	mesenchymal
X1000101401.A7	mesenchymal
X1000101401.A8	delta
X1000101401.A9	mesenchymal
X1000101401.B1	delta
X1000101401.B10	mesenchymal
X1000101401.B11	mesenchymal
X1000101401.B12	mesenchymal
X1000101401.B2	delta
X1000101401.B3	delta
X1000101401.B4	endothelial
X1000101401.B5	mesenchymal
X1000101401.B6	mesenchymal
X1000101401.B7	mesenchymal
X1000101401.B8	delta
X1000101401.B9	mesenchymal
X1000101401.C1	mesenchymal
X1000101401.C10	mesenchymal
X1000101401.C11	mesenchymal
X1000101401.C12	mesenchymal
X1000101401.C2	delta
X1000101401.C3	epsilon
X1000101401.C4	mesenchymal
X1000101401.C5	mesenchymal
X1000101401.C6	mesenchymal
X1000101401.C7	delta
X1000101401.C8	acinar
X1000101401.C9	ductal
X1000101401.D1	mesenchymal
X1000101401.D10	mesenchymal
X1000101401.D11	endothelial
X1000101401.D12	mesenchymal
X1000101401.D2	delta
X1000101401.D3	mesenchymal
X1000101401.D4	mesenchymal
X1000101401.D5	delta
X1000101401.D6	delta
X1000101401.D7	delta
X1000101401.D8	mesenchymal
X1000101401.D9	mesenchymal
X1000101401.E1	mesenchymal
X1000101401.E10	acinar
X1000101401.E11	mesenchymal
X1000101401.E12	mesenchymal
X1000101401.E2	acinar
X1000101401.E3	delta
X1000101401.E4	endothelial
X1000101401.E5	mesenchymal
X1000101401.E6	mesenchymal
X1000101401.E7	acinar
X1000101401.E8	delta
X1000101401.E9	mesenchymal
X1000101401.F1	mesenchymal
X1000101401.F10	mesenchymal
X1000101401.F11	mesenchymal
X1000101401.F12	mesenchymal
X1000101401.F2	mesenchymal
X1000101401.F3	epsilon
X1000101401.F4	epsilon
X1000101401.F5	mesenchymal
X1000101401.F6	endothelial
X1000101401.F7	mesenchymal
X1000101401.F8	mesenchymal
X1000101401.F9	mesenchymal
X1000101401.G1	mesenchymal
X1000101401.G10	acinar
X1000101401.G11	delta
X1000101401.G12	ductal
X1000101401.G2	mesenchymal
X1000101401.G3	acinar
X1000101401.G4	mesenchymal
X1000101401.G5	delta
X1000101401.G6	mesenchymal
X1000101401.G7	delta
X1000101401.G8	ductal
X1000101401.G9	delta
X1000101401.H1	mesenchymal
X1000101401.H10	delta
X1000101401.H11	delta
X1000101401.H12	mesenchymal
X1000101401.H2	acinar
X1000101401.H3	mesenchymal
X1000101401.H4	delta
X1000101401.H5	delta
X1000101401.H6	delta
X1000101401.H7	delta
X1000101401.H8	delta
X1000101401.H9	mesenchymal
X1000101404.A1	acinar
X1000101404.A10	mesenchymal
X1000101404.A12	mesenchymal
X1000101404.A2	endothelial
X1000101404.A3	ductal
X1000101404.A4	acinar
X1000101404.A5	delta
X1000101404.A6	acinar
X1000101404.A7	mesenchymal
X1000101404.B1	mesenchymal
X1000101404.B10	mesenchymal
X1000101404.B11	endothelial
X1000101404.B12	mesenchymal
X1000101404.B2	mesenchymal
X1000101404.B3	ductal
X1000101404.B4	mesenchymal
X1000101404.B5	endothelial
X1000101404.B6	mesenchymal
X1000101404.B7	delta
X1000101404.B9	delta
X1000101404.C1	mesenchymal
X1000101404.C10	mesenchymal
X1000101404.C11	mesenchymal
X1000101404.C12	mesenchymal
X1000101404.C2	mesenchymal
X1000101404.C3	mesenchymal
X1000101404.C4	mesenchymal
X1000101404.C5	mesenchymal
X1000101404.C6	mesenchymal
X1000101404.C7	mesenchymal
X1000101404.C8	mesenchymal
X1000101404.C9	delta
X1000101404.D1	mesenchymal
X1000101404.D10	mesenchymal
X1000101404.D11	mesenchymal
X1000101404.D12	mesenchymal
X1000101404.D2	mesenchymal
X1000101404.D3	endothelial
X1000101404.D4	mesenchymal
X1000101404.D5	mesenchymal
X1000101404.D6	delta
X1000101404.D7	mesenchymal
X1000101404.D8	mesenchymal
X1000101404.D9	mesenchymal
X1000101404.E1	delta
X1000101404.E10	mesenchymal
X1000101404.E11	mesenchymal
X1000101404.E12	mesenchymal
X1000101404.E2	mesenchymal
X1000101404.E3	epsilon
X1000101404.E4	delta
X1000101404.E5	mesenchymal
X1000101404.E6	mesenchymal
X1000101404.E7	mesenchymal
X1000101404.E8	mesenchymal
X1000101404.E9	mesenchymal
X1000101404.F1	mesenchymal
X1000101404.F11	mesenchymal
X1000101404.F12	mesenchymal
X1000101404.F2	mesenchymal
X1000101404.F3	mesenchymal
X1000101404.F4	endothelial
X1000101404.F5	mesenchymal
X1000101404.F6	delta
X1000101404.F7	endothelial
X1000101404.F8	mesenchymal
X1000101404.G1	acinar
X1000101404.G11	mesenchymal
X1000101404.G12	mesenchymal
X1000101404.G2	acinar
X1000101404.G3	mesenchymal
X1000101404.G4	epsilon
X1000101404.G5	mesenchymal
X1000101404.G6	mesenchymal
X1000101404.G7	mesenchymal
X1000101404.G8	mesenchymal
X1000101404.G9	delta
X1000101404.H1	acinar
X1000101404.H10	mesenchymal
X1000101404.H12	acinar
X1000101404.H2	acinar
X1000101404.H3	mesenchymal
X1000101404.H5	epsilon
X1000101404.H6	epsilon
X1000101404.H8	mesenchymal
X1000101404.H9	mesenchymal
X1000101801.A1	mesenchymal
X1000101801.A10	delta
X1000101801.A11	mesenchymal
X1000101801.A12	mesenchymal
X1000101801.A2	mesenchymal
X1000101801.A3	stellate
X1000101801.A4	mesenchymal
X1000101801.A5	delta
X1000101801.A6	mesenchymal
X1000101801.A7	mesenchymal
X1000101801.A8	mesenchymal
X1000101801.A9	stellate
X1000101801.B1	mesenchymal
X1000101801.B10	mesenchymal
X1000101801.B11	mesenchymal
X1000101801.B12	delta
X1000101801.B2	mesenchymal
X1000101801.B3	mesenchymal
X1000101801.B4	mesenchymal
X1000101801.B5	mesenchymal
X1000101801.B6	mesenchymal
X1000101801.B7	mesenchymal
X1000101801.B8	mesenchymal
X1000101801.B9	mesenchymal
X1000101801.C1	mesenchymal
X1000101801.C10	delta
X1000101801.C11	mesenchymal
X1000101801.C12	mesenchymal
X1000101801.C2	mesenchymal
X1000101801.C3	mesenchymal
X1000101801.C4	mesenchymal
X1000101801.C5	delta
X1000101801.C6	mesenchymal
X1000101801.C7	mesenchymal
X1000101801.C8	mesenchymal
X1000101801.C9	mesenchymal
X1000101801.D1	mesenchymal
X1000101801.D10	mesenchymal
X1000101801.D11	mesenchymal
X1000101801.D12	delta
X1000101801.D2	delta
X1000101801.D3	mesenchymal
X1000101801.D4	mesenchymal
X1000101801.D5	mesenchymal
X1000101801.D6	mesenchymal
X1000101801.D7	delta
X1000101801.D8	mesenchymal
X1000101801.D9	mesenchymal
X1000101801.E1	mesenchymal
X1000101801.E10	mesenchymal
X1000101801.E11	mesenchymal
X1000101801.E12	delta
X1000101801.E2	mesenchymal
X1000101801.E3	mesenchymal
X1000101801.E4	mesenchymal
X1000101801.E5	mesenchymal
X1000101801.E6	mesenchymal
X1000101801.E7	mesenchymal
X1000101801.E8	delta
X1000101801.E9	delta
X1000101801.F1	mesenchymal
X1000101801.F10	mesenchymal
X1000101801.F11	mesenchymal
X1000101801.F12	mesenchymal
X1000101801.F2	mesenchymal
X1000101801.F3	mesenchymal
X1000101801.F4	mesenchymal
X1000101801.F5	mesenchymal
X1000101801.F6	mesenchymal
X1000101801.F7	delta
X1000101801.F8	delta
X1000101801.F9	mesenchymal
X1000101801.G1	mesenchymal
X1000101801.G10	mesenchymal
X1000101801.G11	mesenchymal
X1000101801.G12	delta
X1000101801.G2	delta
X1000101801.G3	mesenchymal
X1000101801.G4	mesenchymal
X1000101801.G5	mesenchymal
X1000101801.G6	mesenchymal
X1000101801.G7	delta
X1000101801.G8	mesenchymal
X1000101801.G9	mesenchymal
X1000101801.H1	delta
X1000101801.H10	mesenchymal
X1000101801.H11	mesenchymal
X1000101801.H12	mesenchymal
X1000101801.H2	mesenchymal
X1000101801.H3	delta
X1000101801.H4	mesenchymal
X1000101801.H5	mesenchymal
X1000101801.H6	mesenchymal
X1000101801.H7	delta
X1000101801.H8	delta
X1000101801.H9	mesenchymal
X1000101802.A1	delta
X1000101802.A10	acinar
X1000101802.A11	acinar
X1000101802.A12	delta
X1000101802.A2	acinar
X1000101802.A3	delta
X1000101802.A4	acinar
X1000101802.A5	acinar
X1000101802.A6	delta
X1000101802.A7	epsilon
X1000101802.A8	epsilon
X1000101802.A9	epsilon
X1000101802.B1	delta
X1000101802.B10	delta
X1000101802.B11	epsilon
X1000101802.B12	acinar
X1000101802.B2	acinar
X1000101802.B3	acinar
X1000101802.B4	epsilon
X1000101802.B5	delta
X1000101802.B6	delta
X1000101802.B7	acinar
X1000101802.B8	delta
X1000101802.B9	epsilon
X1000101802.C1	mesenchymal
X1000101802.C10	epsilon
X1000101802.C11	delta
X1000101802.C12	acinar
X1000101802.C2	delta
X1000101802.C3	delta
X1000101802.C4	acinar
X1000101802.C5	epsilon
X1000101802.C6	delta
X1000101802.C7	epsilon
X1000101802.C8	acinar
X1000101802.C9	delta
X1000101802.D1	delta
X1000101802.D10	acinar
X1000101802.D11	acinar
X1000101802.D12	delta
X1000101802.D2	delta
X1000101802.D3	acinar
X1000101802.D4	acinar
X1000101802.D5	epsilon
X1000101802.D6	delta
X1000101802.D7	acinar
X1000101802.D8	acinar
X1000101802.D9	delta
X1000101802.E1	mesenchymal
X1000101802.E10	delta
X1000101802.E11	epsilon
X1000101802.E12	ductal
X1000101802.E2	epsilon
X1000101802.E3	delta
X1000101802.E4	acinar
X1000101802.E5	delta
X1000101802.E6	acinar
X1000101802.E7	acinar
X1000101802.E8	acinar
X1000101802.E9	delta
X1000101802.F1	mesenchymal
X1000101802.F10	acinar
X1000101802.F11	acinar
X1000101802.F12	acinar
X1000101802.F2	acinar
X1000101802.F3	acinar
X1000101802.F4	acinar
X1000101802.F5	delta
X1000101802.F6	acinar
X1000101802.F7	delta
X1000101802.F8	epsilon
X1000101802.F9	acinar
X1000101802.G1	mesenchymal
X1000101802.G10	acinar
X1000101802.G11	delta
X1000101802.G12	acinar
X1000101802.G2	epsilon
X1000101802.G3	delta
X1000101802.G4	acinar
X1000101802.G5	delta
X1000101802.G6	epsilon
X1000101802.G7	delta
X1000101802.G8	acinar
X1000101802.G9	epsilon
X1000101802.H1	delta
X1000101802.H10	delta
X1000101802.H11	epsilon
X1000101802.H12	delta
X1000101802.H2	acinar
X1000101802.H3	epsilon
X1000101802.H4	delta
X1000101802.H5	acinar
X1000101802.H6	epsilon
X1000101802.H7	acinar
X1000101802.H8	acinar
X1000101802.H9	acinar
X1000101803.A10	acinar
X1000101803.A11	ductal
X1000101803.A12	delta
X1000101803.A3	ductal
X1000101803.A4	ductal
X1000101803.A5	acinar
X1000101803.A6	acinar
X1000101803.A7	ductal
X1000101803.A8	ductal
X1000101803.B1	mesenchymal
X1000101803.B10	ductal
X1000101803.B2	ductal
X1000101803.B3	ductal
X1000101803.B4	acinar
X1000101803.B8	acinar
X1000101803.C4	acinar
X1000101803.C8	delta
X1000101803.D1	delta
X1000101803.D10	ductal
X1000101803.D11	ductal
X1000101803.D12	mesenchymal
X1000101803.D2	acinar
X1000101803.D3	delta
X1000101803.D4	acinar
X1000101803.D6	ductal
X1000101803.D8	ductal
X1000101803.D9	delta
X1000101803.E1	delta
X1000101803.E11	delta
X1000101803.E12	ductal
X1000101803.E5	mesenchymal
X1000101803.E6	ductal
X1000101803.E7	epsilon
X1000101803.E9	ductal
X1000101803.F1	ductal
X1000101803.F10	acinar
X1000101803.F11	delta
X1000101803.F12	delta
X1000101803.F2	ductal
X1000101803.F4	acinar
X1000101803.F6	delta
X1000101803.F7	ductal
X1000101803.F8	ductal
X1000101803.F9	ductal
X1000101803.G10	ductal
X1000101803.G3	delta
X1000101803.G4	ductal
X1000101803.G5	ductal
X1000101803.G6	ductal
X1000101803.G8	acinar
X1000101803.G9	ductal
X1000101803.H10	mesenchymal
X1000101803.H11	mesenchymal
X1000101803.H2	delta
X1000101803.H3	delta
X1000101901.A1	epsilon
X1000101901.A10	epsilon
X1000101901.A11	epsilon
X1000101901.A12	acinar
X1000101901.A2	epsilon
X1000101901.A3	epsilon
X1000101901.A4	epsilon
X1000101901.A5	epsilon
X1000101901.A6	epsilon
X1000101901.A7	epsilon
X1000101901.A8	acinar
X1000101901.A9	epsilon
X1000101901.B1	epsilon
X1000101901.B10	epsilon
X1000101901.B11	epsilon
X1000101901.B12	epsilon
X1000101901.B2	epsilon
X1000101901.B3	epsilon
X1000101901.B4	epsilon
X1000101901.B5	epsilon
X1000101901.B6	epsilon
X1000101901.B7	delta
X1000101901.B8	epsilon
X1000101901.B9	epsilon
X1000101901.C1	delta
X1000101901.C10	delta
X1000101901.C11	epsilon
X1000101901.C12	epsilon
X1000101901.C2	epsilon
X1000101901.C3	epsilon
X1000101901.C4	epsilon
X1000101901.C5	epsilon
X1000101901.C6	ductal
X1000101901.C7	epsilon
X1000101901.C8	epsilon
X1000101901.C9	epsilon
X1000101901.D1	delta
X1000101901.D10	epsilon
X1000101901.D11	epsilon
X1000101901.D12	epsilon
X1000101901.D2	epsilon
X1000101901.D3	epsilon
X1000101901.D4	epsilon
X1000101901.D5	epsilon
X1000101901.D6	epsilon
X1000101901.D7	mesenchymal
X1000101901.D8	epsilon
X1000101901.D9	epsilon
X1000101901.E1	delta
X1000101901.E10	epsilon
X1000101901.E11	epsilon
X1000101901.E12	epsilon
X1000101901.E2	delta
X1000101901.E3	epsilon
X1000101901.E4	epsilon
X1000101901.E5	delta
X1000101901.E6	acinar
X1000101901.E7	epsilon
X1000101901.E8	mesenchymal
X1000101901.E9	epsilon
X1000101901.F1	delta
X1000101901.F10	epsilon
X1000101901.F11	acinar
X1000101901.F12	acinar
X1000101901.F2	epsilon
X1000101901.F3	epsilon
X1000101901.F4	epsilon
X1000101901.F5	epsilon
X1000101901.F6	epsilon
X1000101901.F7	acinar
X1000101901.F8	epsilon
X1000101901.F9	acinar
X1000101901.G1	epsilon
X1000101901.G10	acinar
X1000101901.G11	epsilon
X1000101901.G12	epsilon
X1000101901.G2	epsilon
X1000101901.G3	epsilon
X1000101901.G4	epsilon
X1000101901.G5	acinar
X1000101901.G6	epsilon
X1000101901.G7	delta
X1000101901.G8	acinar
X1000101901.G9	epsilon
X1000101901.H1	epsilon
X1000101901.H10	delta
X1000101901.H11	alpha
X1000101901.H12	delta
X1000101901.H2	epsilon
X1000101901.H3	epsilon
X1000101901.H4	epsilon
X1000101901.H5	epsilon
X1000101901.H6	epsilon
X1000101901.H7	acinar
X1000101901.H8	epsilon
X1000101901.H9	epsilon
X1000101903.A1	acinar
X1000101903.A10	epsilon
X1000101903.A11	epsilon
X1000101903.A12	epsilon
X1000101903.A2	epsilon
X1000101903.A3	beta
X1000101903.A4	epsilon
X1000101903.A5	epsilon
X1000101903.A6	epsilon
X1000101903.A7	epsilon
X1000101903.A8	epsilon
X1000101903.A9	acinar
X1000101903.B1	epsilon
X1000101903.B10	epsilon
X1000101903.B12	epsilon
X1000101903.B2	epsilon
X1000101903.B3	epsilon
X1000101903.B4	epsilon
X1000101903.B5	epsilon
X1000101903.B7	epsilon
X1000101903.B8	epsilon
X1000101903.B9	epsilon
X1000101903.C1	epsilon
X1000101903.C10	mesenchymal
X1000101903.C11	epsilon
X1000101903.C12	epsilon
X1000101903.C2	epsilon
X1000101903.C3	epsilon
X1000101903.C4	acinar
X1000101903.C5	epsilon
X1000101903.C6	epsilon
X1000101903.C8	epsilon
X1000101903.C9	mesenchymal
X1000101903.D1	epsilon
X1000101903.D11	delta
X1000101903.D12	epsilon
X1000101903.D2	epsilon
X1000101903.D3	epsilon
X1000101903.D4	epsilon
X1000101903.D5	epsilon
X1000101903.D6	alpha
X1000101903.D7	epsilon
X1000101903.D9	epsilon
X1000101903.E1	epsilon
X1000101903.E10	epsilon
X1000101903.E11	epsilon
X1000101903.E12	epsilon
X1000101903.E4	epsilon
X1000101903.E6	epsilon
X1000101903.E7	epsilon
X1000101903.E8	epsilon
X1000101903.E9	epsilon
X1000101903.F1	acinar
X1000101903.F10	epsilon
X1000101903.F11	epsilon
X1000101903.F12	epsilon
X1000101903.F2	epsilon
X1000101903.F3	epsilon
X1000101903.F4	epsilon
X1000101903.F5	epsilon
X1000101903.F6	epsilon
X1000101903.F8	epsilon
X1000101903.F9	epsilon
X1000101903.G1	acinar
X1000101903.G10	epsilon
X1000101903.G11	epsilon
X1000101903.G12	acinar
X1000101903.G2	epsilon
X1000101903.G3	mesenchymal
X1000101903.G4	epsilon
X1000101903.G5	epsilon
X1000101903.G6	epsilon
X1000101903.G7	epsilon
X1000101903.G8	epsilon
X1000101903.G9	delta
X1000101903.H1	epsilon
X1000101903.H10	epsilon
X1000101903.H11	acinar
X1000101903.H2	acinar
X1000101903.H3	acinar
X1000101903.H4	epsilon
X1000101903.H5	epsilon
X1000101903.H6	epsilon
X1000101903.H7	epsilon
X1000101903.H8	epsilon
X1000101903.H9	epsilon
X1000102001.A1	epsilon
X1000102001.A10	acinar
X1000102001.A11	acinar
X1000102001.A12	acinar
X1000102001.A2	epsilon
X1000102001.A3	epsilon
X1000102001.A4	epsilon
X1000102001.A5	epsilon
X1000102001.A6	epsilon
X1000102001.A7	epsilon
X1000102001.A8	epsilon
X1000102001.A9	acinar
X1000102001.B1	acinar
X1000102001.B10	acinar
X1000102001.B11	acinar
X1000102001.B12	epsilon
X1000102001.B2	acinar
X1000102001.B3	acinar
X1000102001.B4	acinar
X1000102001.B5	delta
X1000102001.B6	epsilon
X1000102001.B7	epsilon
X1000102001.B8	acinar
X1000102001.B9	epsilon
X1000102001.C1	epsilon
X1000102001.C10	epsilon
X1000102001.C11	acinar
X1000102001.C12	delta
X1000102001.C2	acinar
X1000102001.C3	delta
X1000102001.C4	epsilon
X1000102001.C5	epsilon
X1000102001.C6	epsilon
X1000102001.C7	epsilon
X1000102001.C8	epsilon
X1000102001.C9	acinar
X1000102001.D1	acinar
X1000102001.D10	epsilon
X1000102001.D11	epsilon
X1000102001.D12	epsilon
X1000102001.D2	acinar
X1000102001.D3	epsilon
X1000102001.D4	epsilon
X1000102001.D5	epsilon
X1000102001.D6	acinar
X1000102001.D7	epsilon
X1000102001.D8	acinar
X1000102001.D9	delta
X1000102001.E1	delta
X1000102001.E10	epsilon
X1000102001.E11	acinar
X1000102001.E12	epsilon
X1000102001.E2	epsilon
X1000102001.E3	epsilon
X1000102001.E4	epsilon
X1000102001.E5	epsilon
X1000102001.E6	delta
X1000102001.E7	delta
X1000102001.E8	epsilon
X1000102001.E9	epsilon
X1000102001.F1	epsilon
X1000102001.F10	epsilon
X1000102001.F11	epsilon
X1000102001.F12	epsilon
X1000102001.F2	epsilon
X1000102001.F3	delta
X1000102001.F4	epsilon
X1000102001.F5	acinar
X1000102001.F6	delta
X1000102001.F7	acinar
X1000102001.F8	acinar
X1000102001.F9	delta
X1000102001.G1	acinar
X1000102001.G10	epsilon
X1000102001.G11	epsilon
X1000102001.G12	epsilon
X1000102001.G2	acinar
X1000102001.G3	epsilon
X1000102001.G4	epsilon
X1000102001.G5	epsilon
X1000102001.G6	epsilon
X1000102001.G7	epsilon
X1000102001.G8	acinar
X1000102001.G9	epsilon
X1000102001.H1	delta
X1000102001.H10	epsilon
X1000102001.H11	acinar
X1000102001.H12	delta
X1000102001.H2	epsilon
X1000102001.H3	delta
X1000102001.H4	epsilon
X1000102001.H5	epsilon
X1000102001.H6	epsilon
X1000102001.H7	delta
X1000102001.H8	mesenchymal
X1000102001.H9	epsilon
X1000102401.A10	epsilon
X1000102401.A11	epsilon
X1000102401.A12	epsilon
X1000102401.A2	epsilon
X1000102401.A3	acinar
X1000102401.A4	acinar
X1000102401.A5	delta
X1000102401.A6	acinar
X1000102401.A7	acinar
X1000102401.A8	acinar
X1000102401.A9	acinar
X1000102401.B1	epsilon
X1000102401.B11	epsilon
X1000102401.B12	epsilon
X1000102401.B2	epsilon
X1000102401.B4	acinar
X1000102401.B5	epsilon
X1000102401.B6	epsilon
X1000102401.B7	epsilon
X1000102401.B8	epsilon
X1000102401.B9	epsilon
X1000102401.C1	acinar
X1000102401.C10	epsilon
X1000102401.C11	acinar
X1000102401.C2	ductal
X1000102401.C3	acinar
X1000102401.C5	epsilon
X1000102401.C6	acinar
X1000102401.C8	epsilon
X1000102401.C9	epsilon
X1000102401.D1	epsilon
X1000102401.D10	acinar
X1000102401.D11	epsilon
X1000102401.D12	epsilon
X1000102401.D3	epsilon
X1000102401.D4	acinar
X1000102401.D5	epsilon
X1000102401.D6	acinar
X1000102401.D7	epsilon
X1000102401.D8	epsilon
X1000102401.D9	epsilon
X1000102401.E10	delta
X1000102401.E11	epsilon
X1000102401.E12	acinar
X1000102401.E2	acinar
X1000102401.E4	epsilon
X1000102401.E5	acinar
X1000102401.E6	epsilon
X1000102401.E7	epsilon
X1000102401.E9	delta
X1000102401.F1	epsilon
X1000102401.F10	acinar
X1000102401.F11	acinar
X1000102401.F12	epsilon
